NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
55,232,62,9,634,1,0,119,59,1,2.513937
55,220,55,8,776,1,0,117,58,1,3.543947
55,219,66,5,754,0,1,115,57,1,3.518938
55,143,31,3,675,0,1,61,30,1,2.742957
55,193,58,4,616,1,0,99,49,1,3.243945
55,155,29,7,667,0,1,65,32,1,2.798953
55,253,52,6,810,0,1,145,72,1,4.15493
55,176,58,10,710,0,1,87,43,1,3.590943
55,193,41,10,710,0,1,91,45,1,3.113948
55,211,69,11,807,0,1,109,54,1,3.948935
55,181,45,10,714,0,1,74,37,1,3.868938
55,187,43,6,680,1,0,80,40,1,2.906953
55,277,75,7,793,0,1,167,83,1,4.460929
55,151,36,8,591,0,1,56,28,1,2.66596
55,190,34,6,704,0,1,92,46,1,3.163961
55,220,66,11,740,1,0,129,64,1,3.953937
55,180,52,9,656,0,1,77,38,1,3.059951
55,195,36,5,742,0,1,85,42,1,3.30395
55,159,34,6,644,0,1,59,29,1,2.752968
55,151,37,13,640,0,1,75,37,1,2.695968
55,167,33,6,634,0,1,79,39,1,3.130959
55,168,37,5,642,1,0,68,34,1,2.868968
55,141,28,5,621,0,1,57,28,1,3.020961
55,138,24,5,591,0,1,49,24,1,2.483972
55,210,89,11,662,0,1,117,58,1,3.902953
55,170,26,15,689,0,1,78,39,1,3.231963
55,158,53,10,660,1,0,84,42,1,3.011964
55,189,30,8,709,1,0,97,48,1,3.082965
55,170,32,10,623,1,0,67,33,1,2.708966
55,192,52,7,651,0,1,85,42,1,3.39696
55,198,20,11,667,0,1,79,39,1,3.343962
55,144,34,8,634,0,1,53,26,1,2.774969
55,255,80,10,642,1,0,163,81,1,4.975938
55,169,48,5,636,0,1,79,39,1,2.928963
55,188,41,9,689,0,1,86,43,1,3.241961
55,123,14,6,641,0,1,47,23,1,2.851966
55,159,38,15,602,0,1,67,33,1,3.226961
55,138,35,7,564,1,0,61,30,1,3.39648
55,120,18,11,581,0,1,45,22,1,2.663966
55,150,39,12,603,0,1,60,30,1,3.216961
55,164,33,11,640,1,0,77,38,1,3.235968
55,202,40,10,719,0,1,99,49,1,3.492959
55,220,57,6,811,1,0,97,48,1,3.767954
55,227,53,7,787,1,0,125,62,1,5.338941
55,305,60,5,880,1,0,167,83,1,4.747941
55,119,11,8,590,0,1,47,23,1,3.153965
55,217,39,4,751,0,1,93,46,1,4.02597
55,225,84,8,753,1,0,159,79,1,5.127939
55,138,47,6,596,0,1,61,30,1,2.761968
55,176,43,11,679,0,1,65,32,1,2.894966
55,198,30,7,711,0,1,93,46,1,3.413959
55,197,55,9,694,0,1,89,44,1,3.725954
55,168,41,11,713,1,0,99,49,1,3.543961
55,255,71,8,845,0,1,159,79,1,5.095946
55,130,17,8,682,0,1,54,27,1,2.817968
55,203,39,8,783,1,0,121,60,1,3.583959
55,179,66,10,692,0,1,93,46,1,3.633958
55,162,33,10,620,0,1,63,31,1,2.920968
55,136,36,8,694,0,1,57,28,1,3.002964
55,189,53,5,713,0,1,111,55,1,4.007954
55,112,44,12,601,1,0,52,26,1,2.500974
55,162,45,8,685,0,1,85,42,1,2.913963
55,224,69,7,740,1,0,111,55,1,3.694954
55,183,36,7,663,1,0,85,42,1,2.879968
55,195,59,6,632,1,0,103,51,1,3.645953
55,166,26,9,669,0,1,84,42,1,3.534962
55,161,47,6,619,0,1,75,37,1,3.174971
55,205,31,9,764,0,1,87,43,1,3.243971
55,194,58,7,728,1,0,97,48,1,3.80595
55,188,53,8,686,1,0,79,39,1,3.218964
55,202,68,18,636,1,0,117,58,1,4.296953
55,136,26,5,631,0,1,58,29,1,3.092955
55,149,36,7,657,0,1,63,31,1,2.864965
55,201,48,12,797,0,1,80,40,1,3.426962
55,205,43,8,756,0,1,99,49,1,3.42696
55,118,22,15,556,0,1,44,22,1,2.547972
55,206,59,10,693,0,1,95,47,1,3.476958
55,146,20,7,635,0,1,51,25,1,2.55097
55,142,43,14,538,1,0,51,25,1,3.164967
55,156,23,3,694,0,1,67,33,1,2.962964
55,147,26,5,650,0,1,59,29,1,2.769968
55,170,37,4,685,1,0,76,38,1,2.881966
55,130,17,7,659,0,1,46,23,1,2.44997
55,243,71,9,733,1,0,153,76,1,4.367946
55,221,48,6,710,0,1,87,43,1,3.043962
55,232,58,9,756,0,1,117,58,1,4.140953
55,184,29,6,708,0,1,79,39,1,3.093961
55,208,32,7,743,0,1,97,48,1,3.523949
55,184,60,9,672,1,0,105,52,1,3.202954
55,140,16,10,564,0,1,43,21,1,2.704969
55,174,52,8,707,0,1,92,46,1,3.919948
55,122,19,3,650,0,1,49,24,1,2.641969
55,145,37,11,636,0,1,68,34,1,3.19896
55,184,23,8,719,0,1,63,31,1,3.446964
55,195,35,6,763,1,0,102,51,1,3.920953
55,261,83,11,735,0,1,157,78,1,4.43995
55,183,67,7,651,0,1,97,48,1,4.257946
55,186,63,9,642,0,1,85,42,1,4.456949
55,166,43,10,644,0,1,67,33,1,3.327963
55,205,47,7,704,1,0,103,51,1,4.007952
55,193,67,8,703,0,1,119,59,1,3.715953
55,156,44,6,648,0,1,61,30,1,3.163963
55,168,50,7,640,1,0,71,35,1,3.103966
55,243,51,8,813,1,0,140,70,1,4.532956
55,207,61,5,733,0,1,87,43,1,3.48297
55,187,43,10,632,0,1,77,38,1,3.062971
55,179,33,7,654,0,1,85,42,1,3.223974
55,185,30,15,628,0,1,71,35,1,3.289971
55,76,21,9,558,0,1,39,19,1,2.443979
55,174,46,7,642,1,0,95,47,1,3.121972
55,184,36,6,666,0,1,65,32,1,2.917978
55,183,63,5,660,0,1,75,37,1,3.071976
