NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
75,229,37,14,1180,0,1,79,39,1,4.16246
75,308,87,16,1215,0,1,97,48,1,6.581919
75,375,66,6,1387,0,1,137,68,1,6.661913
75,320,68,10,1211,1,0,100,50,1,6.077922
75,371,107,11,1211,0,1,127,63,1,7.024909
75,326,68,18,1173,0,1,99,49,1,5.902926
75,314,64,20,1152,0,1,119,59,1,6.590913
75,304,66,9,1266,0,1,89,44,1,6.739916
75,312,73,16,1184,0,1,98,49,1,5.814922
75,338,35,10,1232,0,1,103,51,1,5.897928
75,343,98,19,1239,0,1,111,55,1,6.512916
75,285,67,9,1198,0,1,103,51,1,6.275919
75,261,60,8,1153,0,1,71,35,1,5.647923
75,333,70,11,1248,0,1,104,52,1,7.07491
75,286,58,10,1156,1,0,98,49,1,5.718926
75,285,76,19,1111,1,0,101,50,1,6.223922
75,363,79,18,1208,0,1,147,73,1,7.04291
75,363,97,7,1252,1,0,135,67,1,8.486892
75,476,127,12,1329,1,0,239,119,1,9.11988
75,277,68,11,1151,1,0,84,42,1,5.684925
75,311,69,16,1206,0,1,99,49,1,5.814926
75,381,140,13,1247,1,0,208,104,1,6.994911
75,266,59,15,1133,0,1,79,39,1,6.389918
75,256,27,16,1151,0,1,73,36,1,6.338963
75,346,96,14,1243,0,1,139,69,1,6.130921
75,232,47,12,1128,0,1,75,37,1,5.225933
75,279,76,16,1202,0,1,115,57,1,5.716929
75,317,57,9,1284,0,1,85,42,1,6.99491
75,304,67,18,1171,1,0,92,46,1,5.535927
75,364,107,18,1147,0,1,143,71,1,6.534916
75,295,68,11,1132,0,1,87,43,1,6.221944
75,301,60,11,1201,1,0,129,64,1,7.015924
75,456,116,14,1250,1,0,213,106,1,9.695908
75,373,71,6,1277,0,1,121,60,1,6.511934
75,325,47,7,1279,0,1,99,49,1,5.714945
75,326,71,16,1208,0,1,99,49,1,5.848942
75,314,35,10,1355,0,1,111,55,1,6.036945
75,288,90,9,1117,1,0,107,53,1,6.637998
75,343,82,14,1273,0,1,111,55,1,6.546941
75,324,64,18,1264,1,0,149,74,1,6.281933
75,281,52,14,1174,0,1,89,44,1,6.726928
75,364,76,12,1417,0,1,139,69,1,7.018932
75,299,58,10,1145,1,0,86,43,1,6.585261
75,263,63,13,1144,0,1,87,43,1,5.974943
75,244,41,10,1236,0,1,78,39,1,6.125937
75,334,82,16,1248,0,1,107,53,1,6.870931
75,292,61,15,1247,0,1,97,48,1,6.312938
75,294,46,11,1164,0,1,81,40,1,6.967933
75,258,53,21,1035,0,1,79,39,1,5.506948
75,223,36,12,1107,0,1,67,33,1,5.718947
75,269,62,16,1131,0,1,80,40,1,6.45131
75,295,62,21,1120,1,0,96,48,1,6.312937
75,334,69,13,1266,0,1,95,47,1,6.10194
75,345,64,10,1353,0,1,121,60,1,6.626938
75,275,67,11,1149,1,0,84,42,1,6.505935
75,224,37,9,1053,0,1,62,31,1,5.716964
75,317,78,16,1140,1,0,111,55,1,6.882934
75,283,78,14,1162,0,1,93,46,1,6.923934
75,306,77,15,1089,1,0,91,45,1,6.313938
75,388,74,13,1319,1,0,143,71,1,7.603926
75,435,114,13,1357,1,0,223,111,1,9.667783
75,258,51,8,1227,0,1,79,39,1,5.793934
75,331,68,18,1233,0,1,119,59,1,6.125942
75,249,56,16,1181,0,1,74,37,1,5.64995
75,325,59,10,1163,0,1,115,57,1,6.452939
75,226,36,13,1128,0,1,65,32,1,5.565946
75,346,82,15,1162,1,0,173,86,1,7.47593
75,372,58,9,1321,0,1,151,75,1,7.499929
75,275,46,8,1162,0,1,72,36,1,6.229919
75,454,63,13,1531,0,1,161,80,1,7.836924
75,396,107,24,1260,1,0,191,95,1,8.350921
75,232,36,17,1144,0,1,68,34,1,5.779956
75,331,55,16,1247,0,1,106,53,1,6.693934
75,301,55,14,1188,0,1,87,43,1,5.901934
75,312,79,13,1208,0,1,111,55,1,5.963943
75,305,72,13,1222,0,1,111,55,1,6.535942
75,237,20,14,1132,0,1,69,34,1,6.279954
75,304,71,10,1253,0,1,103,51,1,6.454953
75,353,63,11,1305,0,1,111,55,1,7.065948
75,271,37,10,1211,0,1,81,40,1,5.376959
75,319,79,18,1190,0,1,130,65,1,6.543955
75,300,63,18,1222,0,1,93,46,1,6.93995
75,325,38,13,1419,0,1,95,47,1,6.341955
75,362,57,9,1363,0,1,115,57,1,7.141947
75,360,89,8,1268,0,1,115,57,1,6.504953
75,235,60,12,1190,0,1,65,32,1,6.682952
75,302,53,13,1206,1,0,91,45,1,6.671951
75,185,29,10,1042,0,1,53,26,1,4.608965
75,346,55,13,1304,1,0,147,73,1,6.408953
75,277,60,14,1174,0,1,91,45,1,5.462958
75,395,96,16,1312,1,0,159,79,1,6.719949
75,296,60,10,1162,0,1,87,43,1,5.584963
75,303,76,14,1079,0,1,101,50,1,5.930952
75,305,94,7,1250,0,1,105,52,1,6.591955
75,315,62,9,1175,0,1,113,56,1,5.839951
75,300,59,11,1172,1,0,105,52,1,6.343938
75,442,95,11,1420,1,0,264,132,1,9.021935
75,385,35,7,1388,0,1,145,72,1,8.901935
75,330,86,11,1201,1,0,127,63,1,7.520947
75,342,91,12,1247,0,1,153,76,1,7.767943
75,356,77,17,1273,0,1,161,80,1,7.437945
75,271,60,10,1173,0,1,73,36,1,6.560952
75,305,77,14,1181,1,0,124,62,1,6.717953
75,267,66,8,1089,1,0,83,41,1,5.655959
75,458,128,11,1477,1,0,273,136,1,8.811949
75,380,136,13,1366,1,0,199,99,1,9.244931
75,320,63,13,1202,1,0,105,52,1,6.577951
75,364,86,14,1251,0,1,137,68,1,7.479948
75,296,58,6,1168,0,1,97,48,1,5.503968
75,285,53,6,1158,0,1,87,43,1,6.42494
75,295,68,16,1109,1,0,109,54,1,6.988948
75,279,66,10,1151,0,1,105,52,1,7.495329
75,250,39,9,1124,0,1,73,36,1,6.362151
75,336,91,17,1223,1,0,154,77,1,7.84894
75,335,99,13,1233,1,0,137,68,1,8.218945
75,340,50,17,1321,0,1,119,59,1,7.302944
75,446,81,20,1268,1,0,255,127,1,9.224453
75,326,57,13,1223,0,1,111,55,1,6.949951
75,334,58,12,1234,0,1,107,53,1,6.517955
75,224,51,12,1054,0,1,65,32,1,5.751967
75,388,77,18,1288,0,1,148,74,1,7.711957
75,392,63,13,1275,1,0,179,89,1,7.394956
75,256,43,16,1120,0,1,72,36,1,6.067966
75,246,55,14,1050,0,1,88,44,1,7.545957
75,353,78,16,1175,0,1,118,59,1,7.034956
75,237,68,27,1069,1,0,79,39,1,6.096967
75,333,64,15,1263,0,1,125,62,1,7.167958
75,245,40,10,1037,0,1,69,34,1,5.746965
75,278,63,23,1136,0,1,88,44,1,6.063968
75,360,70,10,1415,1,0,139,69,1,7.845955
75,279,67,15,1122,1,0,91,45,1,6.540963
75,360,83,19,1311,1,0,131,65,1,6.930958
75,346,55,6,1416,0,1,113,56,1,6.486959
75,379,89,15,1308,0,1,150,75,1,6.851957
75,412,92,14,1443,1,0,195,97,1,8.251959
75,355,95,19,1205,1,0,149,74,1,7.463959
75,302,84,8,1210,1,0,109,54,1,7.308958
75,340,75,8,1213,0,1,133,66,1,7.353958
75,289,57,18,1142,1,0,91,45,1,6.338966
75,310,66,16,1118,1,0,85,42,1,6.823962
75,305,71,13,1228,1,0,147,73,1,8.239954
75,311,34,13,1256,0,1,91,45,1,6.88796
75,350,74,15,1280,0,1,147,73,1,7.01196
75,319,57,11,1160,0,1,97,48,1,6.316966
75,393,57,13,1383,0,1,119,59,1,6.987936
75,264,67,9,1243,0,1,73,36,1,5.647969
75,334,109,10,1188,0,1,161,80,1,7.377958
75,221,33,13,1000,0,1,59,29,1,5.70296
75,345,82,10,1277,0,1,143,71,1,7.080478
75,302,53,14,1333,0,1,93,46,1,6.367962
75,387,66,11,1391,0,1,141,70,1,7.816954
75,261,53,14,1126,0,1,75,37,1,6.558962
75,307,74,24,1093,1,0,101,50,1,6.01796
75,312,68,11,1157,1,0,99,49,1,5.753969
75,314,59,10,1221,1,0,108,54,1,6.101514
75,289,74,15,1201,1,0,97,48,1,5.998963
75,286,60,18,1256,0,1,91,45,1,6.403965
75,255,47,15,1033,1,0,76,38,1,5.357972
75,354,87,14,1257,0,1,123,61,1,6.193947
75,376,71,6,1292,0,1,113,56,1,6.520962
75,300,64,18,1224,0,1,98,49,1,5.637965
75,393,104,13,1280,1,0,147,73,1,7.703957
75,269,59,17,1069,0,1,81,40,1,5.733965
75,267,68,14,1066,0,1,95,47,1,5.83198
75,375,77,9,1313,1,0,149,74,1,7.297967
75,249,40,17,1144,0,1,75,37,1,6.369972
75,292,66,12,1217,1,0,90,45,1,6.424971
75,369,96,15,1288,1,0,167,83,1,6.743972
75,267,66,13,1084,0,1,77,38,1,5.635975
75,269,62,14,1146,0,1,81,40,1,5.903973
75,395,99,18,1357,1,0,207,103,1,9.07796
75,400,81,15,1298,1,0,179,89,1,8.174963
75,302,77,16,1178,1,0,101,50,1,5.895978
75,299,48,10,1157,0,1,79,39,1,5.655972
75,309,69,14,1213,1,0,139,69,1,6.56497
75,302,50,9,1277,0,1,87,43,1,5.671973
75,451,104,14,1348,1,0,202,101,1,8.170964
75,354,85,6,1307,1,0,119,59,1,7.016966
75,370,87,13,1300,0,1,209,104,1,8.131966
75,353,54,14,1299,0,1,135,67,1,7.278969
75,318,75,13,1271,0,1,129,64,1,6.467971
75,306,37,12,1212,0,1,95,47,1,6.883968
75,335,66,8,1205,1,0,111,55,1,6.841972
75,383,54,17,1381,1,0,157,78,1,7.036969
75,372,81,18,1237,1,0,202,101,1,9.130961
75,368,92,11,1259,1,0,187,93,1,7.989962
75,348,83,11,1260,0,1,137,68,1,6.778971
75,339,83,13,1263,0,1,129,64,1,7.030972
75,332,125,9,1256,0,1,135,67,1,7.460969
75,402,66,20,1430,1,0,203,101,1,9.022955
75,306,81,22,1161,1,0,110,55,1,7.013966
75,322,86,13,1266,0,1,101,50,1,7.313967
75,240,33,13,1195,0,1,73,36,1,5.979966
75,324,82,8,1270,0,1,97,48,1,5.975971
75,312,96,14,1212,0,1,115,57,1,6.326971
75,296,69,12,1126,0,1,106,53,1,5.897971
75,294,61,9,1240,0,1,92,46,1,5.957975
75,377,98,13,1229,0,1,137,68,1,7.908964
75,295,81,11,1083,0,1,93,46,1,6.995971
75,358,87,11,1286,1,0,135,67,1,7.888965
75,403,114,19,1185,0,1,195,97,1,8.869959
75,241,60,18,1074,0,1,69,34,1,5.486975
75,336,70,9,1227,1,0,105,52,1,6.959969
75,316,74,20,1192,1,0,111,55,1,6.96597
75,246,47,16,1110,0,1,69,34,1,6.064979
75,442,57,17,1417,0,1,167,83,1,7.319971
75,420,111,8,1372,0,1,199,99,1,8.052972
75,355,43,7,1294,0,1,113,56,1,7.372972
75,238,33,9,1124,0,1,73,36,1,6.104979
75,352,107,18,1299,0,1,123,61,1,7.189972
75,300,54,11,1143,0,1,85,42,1,5.46798
75,313,74,17,1244,0,1,121,60,1,6.166979
75,300,84,10,1187,1,0,113,56,1,6.594975
75,379,71,20,1225,0,1,159,79,1,7.199971
75,396,78,11,1379,0,1,179,89,1,7.822971
75,356,66,8,1257,0,1,127,63,1,6.402976
75,367,110,9,1204,0,1,135,67,1,8.301968
75,393,113,14,1317,1,0,217,108,1,8.528966
75,326,61,8,1307,0,1,101,50,1,6.227976
75,308,86,14,1174,0,1,111,55,1,5.778986
75,367,90,13,1313,1,0,161,80,1,7.535971
75,275,69,8,1199,0,1,91,45,1,5.760978
75,321,59,23,1149,0,1,110,55,1,6.073976
75,402,96,8,1347,1,0,211,105,1,7.939971
