NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
20,0,0,0,7,1,0,16,8,1,0.682991
20,0,0,0,6,1,0,18,9,1,0.281033
20,0,0,0,5,1,0,18,9,1,0.319973
20,0,0,0,0,0,1,19,9,1,0.354998
20,0,0,0,7,1,0,18,9,1,0.401
20,0,0,0,0,1,0,14,7,1,0.408996
20,0,0,0,2,1,0,18,9,1,0.352997
20,0,0,0,3,1,0,16,8,1,0.367995
20,0,0,0,8,1,0,18,9,1,0.402011
20,0,0,0,7,1,0,18,9,1,0.354997
20,0,0,0,7,0,1,17,8,1,0.334004
20,0,0,0,8,0,1,17,8,1,0.324997
20,0,0,0,9,1,0,16,8,1,0.321989
20,0,0,0,8,1,0,16,8,1,0.366997
20,0,0,0,7,0,1,15,7,1,0.332997
20,0,0,0,6,1,0,18,9,1,0.456998
20,0,0,0,4,1,0,18,9,1,0.311015
20,0,0,0,14,1,0,16,8,1,0.363995
20,0,0,0,7,1,0,18,9,1,0.327997
20,0,1,0,8,0,1,13,6,1,0.275996
20,0,0,0,5,1,0,16,8,1,0.332994
20,0,0,0,8,1,0,14,7,1,0.264031
20,0,0,0,4,1,0,16,8,1,0.29103
20,0,0,0,8,1,0,16,8,1,0.287008
20,0,1,0,8,1,0,19,9,1,0.309994
20,0,0,0,7,1,0,18,9,1,0.286989
20,0,0,0,1,0,1,17,8,1,0.272997
20,0,0,0,4,1,0,18,9,1,0.273001
20,0,0,0,6,0,1,17,8,1,0.273997
20,0,0,0,4,1,0,16,8,1,0.305996
20,0,0,0,0,1,0,14,7,1,0.355998
20,0,0,0,7,1,0,18,9,1,0.368001
20,0,0,0,9,1,0,16,8,1,0.352997
20,0,0,0,6,1,0,14,7,1,0.278
20,0,0,0,6,0,1,15,7,1,0.266997
20,0,0,0,7,1,0,18,9,1,0.380994
20,0,0,0,8,1,0,16,8,1,0.345999
20,0,0,0,9,1,0,16,8,1,0.384998
20,0,0,0,6,0,1,15,7,1,0.354999
20,0,0,0,6,1,0,18,9,1,0.277035
20,0,0,0,0,1,0,18,9,1,0.265971
20,0,0,0,7,1,0,17,8,1,0.343981
20,0,0,0,4,1,0,16,8,1,0.267985
20,0,0,0,5,1,0,14,7,1,0.261957
20,0,0,0,6,1,0,16,8,1,0.280998
20,0,0,0,7,1,0,18,9,1,0.320999
20,0,0,0,2,1,0,19,9,1,0.316994
20,0,0,0,8,1,0,14,7,1,0.272965
20,0,2,0,6,1,0,18,9,1,0.38597
20,0,1,0,5,0,1,15,7,1,0.342997
20,0,0,0,6,1,0,18,9,1,0.443998
