NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
5,0,0,0,0,1,0,3,1,1,0.393981
5,0,0,0,0,1,0,3,1,1,0.037999
5,0,0,0,0,0,1,1,0,1,0.038999
5,0,0,0,0,1,0,3,1,1,0.041996
5,0,0,0,0,0,1,3,1,1,0.034998
5,0,0,0,0,1,0,3,1,1,0.048
5,0,0,0,0,1,0,3,1,1,0.037998
5,0,0,0,0,1,0,3,1,1,0.043005
5,0,0,0,0,1,0,3,1,1,0.035998
5,0,0,0,0,1,0,3,1,1,0.044998
5,0,0,0,0,0,1,3,1,1,0.038999
5,0,0,0,0,0,1,3,1,1,0.04199
5,0,0,0,0,1,0,3,1,1,0.044999
5,0,0,0,0,0,1,3,1,1,0.036
5,0,0,0,0,1,0,3,1,1,0.04
5,0,0,0,0,1,0,3,1,1,0.037999
5,0,0,0,1,1,0,4,2,1,0.044
5,0,0,0,0,1,0,3,1,1,0.034998
5,0,0,0,0,0,1,3,1,1,0.032998
5,0,0,0,1,1,0,4,2,1,0.045998
5,0,0,0,0,0,1,3,1,1,0.03599
5,0,0,0,0,0,1,3,1,1,0.035997
5,0,0,0,0,0,1,3,1,1,0.044997
5,0,0,0,0,1,0,3,1,1,0.040999
5,0,0,0,0,1,0,3,1,1,0.037
5,0,0,0,1,1,0,4,2,1,0.049002
5,0,0,0,0,0,1,1,0,1,0.029999
5,0,0,0,0,1,0,3,1,1,0.038996
5,0,0,0,0,0,1,1,0,1,0.032998
5,0,0,0,0,0,1,3,1,1,0.034
5,0,0,0,0,1,0,3,1,1,0.050999
5,0,0,0,0,1,0,3,1,1,0.032998
5,0,0,0,1,1,0,4,2,1,0.043982
5,0,0,0,0,1,0,3,1,1,0.032999
5,0,0,0,1,1,0,4,2,1,0.050997
5,0,0,0,0,0,1,1,0,1,0.025002
5,0,0,0,1,1,0,4,2,1,0.041997
5,0,0,0,0,0,1,1,0,1,0.024
5,0,0,0,0,0,1,3,1,1,0.031997
5,0,0,0,0,1,0,3,1,1,0.033998
5,0,0,0,0,1,0,3,1,1,0.03598
5,0,0,0,0,1,0,3,1,1,0.045999
5,0,0,0,0,0,1,1,0,1,0.03
5,0,0,0,0,1,0,3,1,1,0.043006
5,0,0,0,0,0,1,3,1,1,0.046997
5,0,0,0,0,0,1,3,1,1,0.053007
5,0,0,0,0,1,0,3,1,1,0.041997
5,0,0,0,0,1,0,3,1,1,0.035999
5,0,0,0,0,1,0,3,1,1,0.036998
5,0,0,0,0,1,0,3,1,1,0.038995
5,0,0,0,0,1,0,3,1,1,0.035997
5,0,0,0,0,1,0,3,1,1,0.032998
5,0,0,0,0,0,1,1,0,1,0.021998
5,0,0,0,0,0,1,1,0,1,0.025999
5,0,0,0,0,1,0,3,1,1,0.045996
5,0,0,0,0,1,0,3,1,1,0.031998
5,0,0,0,0,1,0,3,1,1,0.034999
5,0,0,0,0,1,0,3,1,1,0.037999
5,0,0,0,0,0,1,3,1,1,0.028997
5,0,0,0,0,1,0,3,1,1,0.031998
5,0,0,0,0,1,0,3,1,1,0.044
5,0,0,0,0,0,1,1,0,1,0.022998
5,0,0,0,0,1,0,4,2,1,0.036995
5,0,0,0,0,0,1,3,1,1,0.034999
5,0,0,0,0,0,1,3,1,1,0.030999
5,0,0,0,0,0,1,3,1,1,0.029999
5,0,0,0,0,1,0,3,1,1,0.032998
5,0,0,0,0,0,1,1,0,1,0.022003
5,0,0,0,0,1,0,3,1,1,0.033996
5,0,0,0,0,1,0,3,1,1,0.030997
5,0,0,0,1,1,0,4,2,1,0.037999
5,0,0,0,0,0,1,1,0,1,0.026
5,0,0,0,0,1,0,3,1,1,0.036998
5,0,0,0,0,1,0,3,1,1,0.039001
5,0,0,0,0,1,0,3,1,1,0.037996
5,0,0,0,0,0,1,3,1,1,0.056983
5,0,0,0,0,1,0,4,2,1,0.042996
5,0,0,0,0,1,0,3,1,1,0.031
5,0,0,0,0,0,1,1,0,1,0.023997
5,0,0,0,0,1,0,3,1,1,0.029999
5,0,0,0,0,1,0,3,1,1,0.032
5,0,0,0,0,0,1,1,0,1,0.024986
5,0,0,0,0,1,0,3,1,1,0.029999
5,0,0,0,0,0,1,1,0,1,0.020998
5,0,0,0,0,0,1,1,0,1,0.020998
5,0,0,0,0,1,0,3,1,1,0.031
5,0,0,0,0,1,0,4,2,1,0.042014
5,0,0,0,0,0,1,1,0,1,0.023001
5,0,0,0,0,1,0,3,1,1,0.032997
5,0,0,0,0,0,1,3,1,1,0.038998
5,0,0,0,0,0,1,1,0,1,0.032003
5,0,0,0,0,1,0,4,2,1,0.045998
5,0,0,0,0,1,0,3,1,1,0.031998
5,0,0,0,0,0,1,3,1,1,0.030999
5,0,0,0,0,0,1,1,0,1,0.026
5,0,0,0,0,1,0,3,1,1,0.033012
5,0,0,0,0,1,0,3,1,1,0.031999
5,0,0,0,0,1,0,3,1,1,0.032999
5,0,0,0,0,1,0,3,1,1,0.034
5,0,0,0,0,0,1,1,0,1,0.024
5,0,0,0,0,1,0,4,2,1,0.038
5,0,0,0,0,0,1,3,1,1,0.035002
5,0,0,0,0,1,0,3,1,1,0.031998
5,0,0,0,0,1,0,3,1,1,0.033999
5,0,0,0,0,1,0,3,1,1,0.029999
5,0,0,0,0,1,0,3,1,1,0.033997
5,0,0,0,0,1,0,3,1,1,0.031
5,0,0,0,0,0,1,3,1,1,0.032
5,0,0,0,0,1,0,3,1,1,0.037999
5,0,0,0,0,1,0,3,1,1,0.031986
5,0,0,0,0,0,1,3,1,1,0.034012
5,0,0,0,0,1,0,3,1,1,0.030997
5,0,0,0,0,1,0,3,1,1,0.034012
5,0,0,0,0,1,0,3,1,1,0.038997
5,0,0,0,0,1,0,3,1,1,0.029998
5,0,0,0,0,0,1,3,1,1,0.034013
5,0,0,0,0,1,0,3,1,1,0.027999
5,0,0,0,1,1,0,4,2,1,0.034998
5,0,0,0,0,0,1,3,1,1,0.029999
5,0,0,0,0,1,0,4,2,1,0.034999
5,0,0,0,1,1,0,4,2,1,0.040998
5,0,0,0,0,1,0,3,1,1,0.033998
5,0,0,0,0,1,0,3,1,1,0.035998
5,0,0,0,0,0,1,3,1,1,0.033999
5,0,0,0,0,1,0,3,1,1,0.038999
5,0,0,0,0,0,1,1,0,1,0.027987
5,0,0,0,0,0,1,3,1,1,0.039994
5,0,0,0,0,1,0,3,1,1,0.037998
5,0,0,0,0,0,1,1,0,1,0.022028
5,0,0,0,0,0,1,3,1,1,0.029973
5,0,0,0,0,1,0,3,1,1,0.032026
5,0,0,0,0,1,0,3,1,1,0.031005
5,0,0,0,0,0,1,1,0,1,0.021996
5,0,0,0,0,0,1,3,1,1,0.040001
5,0,0,0,0,1,0,3,1,1,0.038999
5,0,0,0,0,0,1,3,1,1,0.037999
5,0,0,0,0,1,0,3,1,1,0.040983
5,0,0,0,0,0,1,1,0,1,0.024998
5,0,0,0,0,0,1,1,0,1,0.023998
5,0,0,0,0,0,1,3,1,1,0.033001
5,0,0,0,0,0,1,1,0,1,0.023999
5,0,0,0,0,0,1,3,1,1,0.030998
5,0,0,0,0,0,1,1,0,1,0.02299
5,0,0,0,0,1,0,3,1,1,0.031
5,0,0,0,0,0,1,1,0,1,0.021996
5,0,0,0,0,0,1,3,1,1,0.032999
5,0,0,0,0,0,1,1,0,1,0.022002
5,0,0,0,0,1,0,3,1,1,0.035011
5,0,0,0,0,0,1,3,1,1,0.035012
5,0,0,0,0,0,1,3,1,1,0.032999
5,0,0,0,0,0,1,3,1,1,0.030999
5,0,0,0,0,0,1,3,1,1,0.037998
5,0,0,0,0,0,1,3,1,1,0.032997
5,0,0,0,0,0,1,3,1,1,0.081001
5,0,0,0,0,0,1,3,1,1,0.038997
5,0,0,0,0,0,1,3,1,1,0.029998
5,0,0,0,0,0,1,1,0,1,0.025002
5,0,0,0,0,0,1,3,1,1,0.038001
5,0,0,0,0,1,0,3,1,1,0.035992
5,0,0,0,0,1,0,3,1,1,0.034001
5,0,0,0,1,1,0,4,2,1,0.044998
5,0,0,0,0,1,0,3,1,1,0.040995
5,0,0,0,0,1,0,3,1,1,0.033998
5,0,0,0,0,1,0,3,1,1,0.031998
5,0,0,0,0,1,0,3,1,1,0.061
5,0,0,0,0,1,0,3,1,1,0.035999
5,0,0,0,0,0,1,3,1,1,0.043
5,0,0,0,0,0,1,1,0,1,0.042999
5,0,0,0,0,0,1,3,1,1,0.039
5,0,0,0,0,1,0,4,2,1,0.051011
5,0,0,0,0,1,0,3,1,1,0.040998
5,0,0,0,1,1,0,4,2,1,0.045997
5,0,0,0,0,1,0,3,1,1,0.031999
5,0,0,0,0,1,0,4,2,1,0.035001
5,0,0,0,0,0,1,3,1,1,0.030998
5,0,0,0,0,1,0,3,1,1,0.043
