NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
20,10,3,0,74,0,1,15,7,1,0.575981
20,21,11,0,91,1,0,30,15,1,0.359993
20,26,11,1,95,0,1,29,14,1,0.279996
20,25,12,1,95,0,1,26,13,1,0.36099
20,28,6,2,99,0,1,28,14,1,0.336007
20,25,12,2,85,0,1,26,13,1,0.297993
20,29,10,1,95,1,0,29,14,1,0.305987
20,16,5,0,95,0,1,19,9,1,0.262995
20,29,10,1,104,0,1,28,14,1,0.284003
20,20,6,0,76,0,1,19,9,1,0.298991
20,18,3,0,88,1,0,21,10,1,0.238
20,30,12,1,106,0,1,32,16,1,0.367995
20,29,9,2,105,0,1,31,15,1,0.397994
20,24,14,3,90,0,1,26,13,1,0.336994
20,31,9,0,114,1,0,37,18,1,0.441996
20,29,12,2,97,1,0,27,13,1,0.293992
20,23,10,2,80,0,1,27,13,1,0.35299
20,23,2,1,102,1,0,26,13,1,0.302997
20,9,5,1,63,0,1,12,6,1,0.252998
20,21,5,2,86,0,1,25,12,1,0.290998
20,20,9,0,87,0,1,21,10,1,0.356992
20,11,4,1,73,0,1,15,7,1,0.267997
20,20,1,3,76,0,1,20,10,1,0.320999
20,31,16,1,127,1,0,49,24,1,0.766993
20,6,2,1,48,0,1,9,4,1,0.346988
20,21,12,2,98,0,1,26,13,1,0.854988
20,17,4,2,85,0,1,21,10,1,0.53799
20,16,12,1,92,0,1,24,12,1,0.702988
20,18,8,0,86,0,1,19,9,1,0.581989
20,18,3,1,88,0,1,17,8,1,0.520995
20,23,2,1,123,0,1,30,15,1,0.752982
20,18,3,1,72,1,0,17,8,1,0.504987
20,41,14,2,113,1,0,51,25,1,1.094509
20,36,4,1,111,1,0,33,16,1,0.782986
20,41,14,1,107,0,1,37,18,1,0.982983
20,7,3,1,76,0,1,15,7,1,0.477988
20,23,6,2,74,0,1,17,8,1,0.467004
20,34,3,1,97,0,1,27,13,1,0.59799
20,22,3,0,80,0,1,19,9,1,0.522994
20,14,3,2,77,0,1,15,7,1,0.36899
20,18,2,2,82,0,1,21,10,1,0.50099
20,28,13,1,78,1,0,25,12,1,0.538997
20,39,16,3,113,0,1,38,19,1,0.83298
20,31,13,2,95,1,0,43,21,1,0.771991
20,31,10,1,112,0,1,26,13,1,0.916986
20,36,14,1,100,0,1,31,15,1,0.764986
20,19,6,3,105,0,1,31,15,1,0.807987
20,24,6,1,106,0,1,25,12,1,0.738979
20,32,8,0,92,0,1,33,16,1,0.721992
20,29,13,1,102,1,0,36,18,1,0.673987
20,15,4,2,77,0,1,19,9,1,0.471988
20,24,8,1,96,0,1,23,11,1,0.562986
20,5,2,1,58,0,1,11,5,1,0.355991
20,9,5,2,61,0,1,15,7,1,0.54699
20,15,5,0,93,1,0,23,11,1,0.713986
20,1,1,1,39,0,1,6,3,1,0.268995
20,19,14,0,77,0,1,21,10,1,0.595982
20,15,2,2,68,0,1,13,6,1,0.408994
20,19,9,2,76,0,1,19,9,1,0.536989
20,24,11,1,99,0,1,27,13,1,0.562989
20,5,2,2,58,0,1,10,5,1,0.366995
20,22,13,2,74,0,1,21,10,1,0.579987
20,18,8,2,89,0,1,19,9,1,0.493994
20,23,7,1,98,0,1,23,11,1,0.674986
20,31,10,2,105,0,1,23,11,1,0.741989
20,16,2,1,62,0,1,13,6,1,0.44699
20,40,8,2,123,1,0,37,18,1,0.832986
20,9,2,3,61,0,1,12,6,1,0.359995
20,13,7,1,94,0,1,18,9,1,0.57599
20,50,24,1,116,1,0,61,30,1,1.106979
20,21,14,0,90,0,1,23,11,1,0.717986
20,17,10,2,87,0,1,22,11,1,0.649984
20,22,15,3,74,0,1,30,15,1,0.672989
20,25,11,1,103,1,0,37,18,1,0.66099
20,22,5,1,118,0,1,29,14,1,0.619986
20,17,10,1,59,0,1,15,7,1,0.552983
20,31,5,0,127,1,0,39,19,1,0.774985
20,37,15,0,105,0,1,35,17,1,0.753984
20,29,3,1,110,0,1,23,11,1,0.588989
20,19,5,1,96,0,1,22,11,1,0.581987
20,33,16,1,126,1,0,45,22,1,27.948778
20,17,5,2,71,0,1,19,9,1,0.294993
20,33,17,1,97,0,1,37,18,1,0.555992
20,19,1,2,76,0,1,17,8,1,0.489973
20,22,5,4,83,1,0,29,14,1,0.581986
20,11,0,1,57,0,1,11,5,1,0.376993
20,16,2,0,80,0,1,15,7,1,0.620987
20,28,9,2,86,0,1,21,10,1,0.690983
20,16,9,1,85,0,1,23,11,1,0.620999
20,6,7,1,48,0,1,11,5,1,0.403004
20,19,3,0,86,0,1,19,9,1,0.53599
20,23,8,1,81,0,1,21,10,1,0.575994
20,23,6,1,78,0,1,17,8,1,0.57799
20,42,8,0,111,1,0,39,19,1,0.721982
20,15,2,1,85,0,1,17,8,1,0.384993
20,19,5,1,95,0,1,21,10,1,0.538991
20,5,3,0,47,0,1,9,4,1,0.612988
20,6,4,0,68,0,1,11,5,1,0.368995
