NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
15,17,5,0,56,0,1,17,8,1,0.542032
15,12,3,1,49,0,1,16,8,1,0.277971
15,9,2,2,43,0,1,12,6,1,0.149997
15,9,7,1,50,0,1,17,8,1,0.248002
15,19,0,0,59,0,1,19,9,1,0.230996
15,3,1,1,35,0,1,9,4,1,0.149003
15,8,3,0,51,0,1,13,6,1,0.175999
15,10,5,2,40,0,1,19,9,1,0.209998
15,21,14,0,70,1,0,33,16,1,0.308997
15,24,19,0,64,1,0,37,18,1,0.327001
15,11,1,0,48,0,1,13,6,1,0.174996
15,10,1,2,52,0,1,16,8,1,0.189999
15,30,20,0,82,1,0,47,23,1,0.490992
15,15,4,1,42,0,1,15,7,1,0.199982
15,2,1,0,18,0,1,5,2,1,0.121002
15,8,2,0,34,0,1,9,4,1,0.111996
15,12,7,2,55,0,1,18,9,1,0.208
15,18,11,0,66,1,0,25,12,1,0.284997
15,4,3,1,27,0,1,7,3,1,0.124997
15,2,0,1,33,0,1,8,4,1,0.144998
15,15,2,0,55,1,0,20,10,1,0.224997
15,15,4,2,51,0,1,14,7,1,0.205997
15,16,4,1,45,0,1,15,7,1,0.164998
15,9,4,0,42,0,1,13,6,1,0.195011
15,3,1,1,40,0,1,10,5,1,0.136026
15,18,7,0,65,1,0,24,12,1,0.254998
15,5,2,0,44,0,1,11,5,1,0.219999
15,0,1,1,25,0,1,7,3,1,0.109004
15,6,7,1,30,0,1,9,4,1,0.159996
15,9,4,0,37,1,0,13,6,1,0.155998
15,16,3,0,52,0,1,21,10,1,0.234999
15,7,1,1,37,0,1,8,4,1,0.121002
15,9,1,1,44,0,1,15,7,1,0.17
15,9,1,1,34,0,1,9,4,1,0.12401
15,24,9,0,63,1,0,34,17,1,0.298
15,25,11,1,66,1,0,31,15,1,0.371
15,6,0,0,27,0,1,7,3,1,0.122011
15,11,2,0,39,0,1,13,6,1,0.164995
15,1,1,1,20,0,1,5,2,1,0.111998
15,6,1,0,36,0,1,9,4,1,0.133998
