NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
20,0,0,0,6,1,0,14,7,1,0.81798
20,0,0,0,13,1,0,18,9,1,0.395978
20,0,0,0,2,1,0,16,8,1,0.346991
20,0,0,0,12,1,0,14,7,1,0.323981
20,0,0,0,3,1,0,14,7,1,0.319989
20,0,0,0,9,1,0,18,9,1,0.331998
20,0,0,0,9,1,0,16,8,1,0.28999
20,0,0,0,4,1,0,16,8,1,0.321988
20,0,0,0,2,0,1,17,8,1,0.29499
20,0,0,0,11,0,1,15,7,1,0.316988
20,0,0,0,11,1,0,16,8,1,0.321988
20,0,0,0,11,1,0,14,7,1,0.29299
20,0,0,0,9,1,0,14,7,1,0.264007
20,0,0,0,7,1,0,16,8,1,0.27899
20,0,0,0,5,0,1,17,8,1,0.29999
20,0,0,0,11,1,0,15,7,1,0.283989
20,0,0,0,7,1,0,18,9,1,0.273985
20,0,0,0,2,1,0,16,8,1,0.252991
20,0,0,0,10,1,0,16,8,1,0.289991
20,0,2,0,5,1,0,16,8,1,0.282989
20,0,0,0,7,1,0,16,8,1,0.317989
20,0,0,0,5,1,0,18,9,1,0.278993
20,0,0,0,10,1,0,17,8,1,0.330993
20,0,0,0,7,0,1,17,8,1,0.313985
20,0,0,0,8,1,0,18,9,1,0.302984
20,0,0,0,3,1,0,14,7,1,0.292992
20,0,0,0,13,1,0,16,8,1,0.298991
20,0,0,0,5,1,0,14,7,1,0.317988
20,0,0,0,0,0,1,17,8,1,0.352988
20,0,0,0,1,1,0,16,8,1,0.351989
20,0,0,0,13,1,0,18,9,1,0.337988
20,0,0,0,5,1,0,17,8,1,0.338984
20,0,0,0,12,1,0,16,8,1,0.547975
20,0,0,0,7,1,0,18,9,1,0.595982
20,0,0,0,4,1,0,16,8,1,0.508982
20,0,0,0,11,1,0,14,7,1,0.48798
20,0,0,0,4,1,0,14,7,1,0.449987
20,0,0,0,3,1,0,14,7,1,0.477982
20,0,0,0,3,1,0,18,9,1,0.569978
20,0,0,0,4,1,0,16,8,1,0.581505
20,0,0,0,9,1,0,18,9,1,0.593983
20,0,0,0,3,1,0,16,8,1,0.591982
20,0,0,0,6,1,0,14,7,1,0.498983
20,0,0,0,9,1,0,18,9,1,0.644976
20,0,0,0,5,1,0,14,7,1,0.511984
20,0,0,0,3,1,0,14,7,1,0.519979
20,0,1,0,7,1,0,18,9,1,0.609002
