NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
35,0,0,0,19,0,1,31,15,1,1.444998
35,0,0,0,17,1,0,29,14,1,1.565994
35,0,0,0,20,1,0,29,14,1,1.712988
35,0,0,0,27,0,1,23,11,1,1.461989
35,0,0,0,21,1,0,33,16,1,1.552987
35,0,0,0,13,1,0,31,15,1,1.625989
35,0,0,0,19,1,0,31,15,1,1.866985
35,0,0,0,25,0,1,33,16,1,1.972987
35,0,2,0,24,0,1,33,16,1,1.694986
35,0,0,0,9,1,0,25,12,1,1.544992
35,0,0,0,24,1,0,29,14,1,1.518991
35,0,0,0,23,1,0,28,14,1,1.957983
35,0,0,0,17,1,0,27,13,1,1.639989
35,0,0,0,36,1,0,31,15,1,1.978987
35,0,0,0,25,1,0,31,15,1,2.070987
35,0,0,0,25,1,0,33,16,1,2.146986
35,0,0,0,20,1,0,29,14,1,1.571988
35,0,0,0,12,1,0,31,15,1,1.47499
35,0,0,0,7,1,0,31,15,1,1.942987
35,0,0,0,18,1,0,25,12,1,1.302989
35,0,0,0,29,1,0,29,14,1,1.44799
35,0,0,0,22,1,0,33,16,1,1.480988
35,0,0,0,35,1,0,28,14,1,1.745987
35,0,1,0,7,0,1,31,15,1,1.453992
35,0,0,0,20,1,0,27,13,1,1.383993
35,0,1,0,12,1,0,33,16,1,1.69299
35,0,0,0,26,1,0,27,13,1,1.534994
35,0,0,0,27,1,0,28,14,1,1.55099
35,0,0,0,8,1,0,29,14,1,1.316989
35,0,0,0,22,1,0,34,17,1,1.56199
35,0,2,0,16,0,1,33,16,1,1.543989
35,0,0,0,13,0,1,33,16,1,1.43699
35,0,0,0,11,0,1,33,16,1,1.660989
35,0,0,0,1,1,0,29,14,1,1.30099
35,0,0,0,13,1,0,28,14,1,1.517988
35,0,0,0,29,1,0,31,15,1,1.554991
35,0,0,0,9,1,0,25,12,1,1.520992
35,0,0,0,20,1,0,29,14,1,1.563989
35,0,0,0,25,1,0,31,15,1,1.844986
35,0,0,0,10,0,1,29,14,1,1.897986
35,0,0,0,25,1,0,29,14,1,1.930987
35,0,0,0,21,1,0,33,16,1,2.128984
35,0,0,0,22,0,1,33,16,1,1.734986
35,0,4,0,15,1,0,34,17,1,1.879985
35,0,0,0,4,1,0,33,16,1,1.461988
35,0,0,0,11,1,0,31,15,1,1.359986
35,0,0,0,15,1,0,31,15,1,1.341988
35,0,0,0,31,1,0,32,16,1,1.606993
35,0,0,0,21,1,0,27,13,1,1.53899
35,0,0,0,28,1,0,29,14,1,1.45399
35,0,0,0,35,1,0,33,16,1,1.905987
35,0,0,0,21,1,0,27,13,1,1.47399
35,0,0,0,27,1,0,29,14,1,1.534989
35,0,0,0,29,1,0,31,15,1,1.502991
35,0,0,0,23,1,0,29,14,1,1.758986
35,0,0,0,16,1,0,31,15,1,2.084988
35,0,0,0,12,1,0,34,17,1,2.133992
35,0,0,0,13,1,0,31,15,1,1.907985
35,0,0,0,12,0,1,33,16,1,1.909986
35,0,0,0,15,1,0,29,14,1,1.66899
35,0,0,0,7,1,0,27,13,1,1.693988
35,0,0,0,34,1,0,31,15,1,1.755986
35,0,0,0,29,1,0,33,16,1,1.868985
35,0,0,0,25,1,0,33,16,1,2.003978
35,0,0,0,14,1,0,29,14,1,1.748989
35,0,0,0,22,1,0,27,13,1,2.040989
35,0,0,0,13,1,0,29,14,1,2.079985
35,0,0,0,16,0,1,33,16,1,1.843988
35,0,0,0,28,1,0,33,16,1,1.971989
35,0,0,0,15,1,0,29,14,1,1.921989
35,0,1,0,18,1,0,31,15,1,2.034986
35,0,0,0,11,0,1,31,15,1,1.926986
35,0,0,0,26,1,0,29,14,1,1.913978
35,0,0,0,28,1,0,29,14,1,2.016969
35,0,2,0,15,0,1,33,16,1,2.082981
35,0,0,0,9,1,0,27,13,1,1.754989
35,0,0,0,20,1,0,29,14,1,1.662987
35,0,0,0,34,1,0,33,16,1,1.615993
35,0,0,0,38,1,0,31,15,1,1.65299
35,0,2,0,21,1,0,31,15,1,1.382992
35,0,1,0,14,0,1,33,16,1,1.384991
35,0,0,0,34,1,0,34,17,1,1.642991
35,0,0,0,18,0,1,33,16,1,1.476992
35,0,0,0,8,0,1,33,16,1,1.48799
35,0,1,0,19,1,0,29,14,1,1.379994
35,0,1,0,13,1,0,27,13,1,1.305993
35,0,0,0,21,0,1,33,16,1,1.41199
35,0,0,0,7,0,1,27,13,1,1.308993
35,0,0,0,27,1,0,34,17,1,1.70099
35,0,0,0,30,1,0,29,14,1,1.483991
35,0,0,0,26,1,0,25,12,1,1.660987
35,0,0,0,15,1,0,33,16,1,1.52899
35,0,0,0,22,1,0,29,14,1,1.36699
35,0,0,0,16,0,1,33,16,1,1.462989
35,0,0,0,16,1,0,32,16,1,1.631987
35,0,0,0,28,1,0,33,16,1,1.41099
35,0,0,0,25,1,0,31,15,1,1.568989
35,0,0,0,22,1,0,33,16,1,1.566991
35,0,0,0,13,1,0,29,14,1,1.523992
35,0,0,0,20,1,0,31,15,1,1.48499
35,0,0,0,11,1,0,33,16,1,1.621988
35,0,0,0,22,1,0,33,16,1,1.666989
35,0,0,0,28,1,0,33,16,1,1.774988
35,0,0,0,27,1,0,33,16,1,1.385989
35,0,0,0,19,1,0,31,15,1,1.364991
35,0,0,0,17,1,0,33,16,1,1.504989
35,0,0,0,10,1,0,29,14,1,1.38299
35,0,0,0,24,1,0,31,15,1,1.352987
35,0,0,0,13,1,0,31,15,1,1.469998
35,0,0,0,21,1,0,33,16,1,1.537992
35,0,0,0,25,1,0,31,15,1,1.372991
35,0,2,0,15,1,0,31,15,1,1.63999
35,0,0,0,17,1,0,31,15,1,1.46399
35,0,0,0,14,0,1,27,13,1,1.397993
35,0,0,0,15,1,0,29,14,1,1.56999
35,0,0,0,11,1,0,29,14,1,1.632989
35,0,0,0,17,0,1,29,14,1,1.727986
35,0,0,0,13,0,1,31,15,1,1.385989
35,0,0,0,20,1,0,27,13,1,1.396991
35,0,0,0,23,1,0,27,13,1,1.468988
35,0,0,0,26,1,0,27,13,1,1.39799
