NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
75,0,0,0,142,1,0,65,32,1,6.31794
75,0,1,0,128,1,0,59,29,1,11.829892
75,0,0,0,112,1,0,71,35,1,9.472918
75,0,0,0,80,1,0,72,36,1,9.735911
75,0,0,0,87,1,0,67,33,1,9.606914
75,0,2,0,63,1,0,73,36,1,8.941916
75,0,0,0,86,1,0,63,31,1,8.298924
75,0,0,0,93,1,0,63,31,1,8.178927
75,0,0,0,148,1,0,69,34,1,8.791919
75,0,1,0,36,1,0,73,36,1,8.55392
75,0,0,0,107,1,0,68,34,1,9.82391
75,0,1,0,151,1,0,64,32,1,9.322917
75,0,0,0,82,1,0,67,33,1,8.970926
75,0,0,0,125,1,0,65,32,1,8.200928
75,0,0,0,54,0,1,71,35,1,8.361931
75,0,0,0,95,1,0,73,36,1,8.203933
75,0,0,0,130,1,0,62,31,1,8.664924
75,0,0,0,74,1,0,71,35,1,8.889925
75,0,0,0,115,1,0,70,35,1,8.727925
75,0,0,0,90,1,0,71,35,1,10.343915
75,0,0,0,128,1,0,67,33,1,8.478929
75,0,0,0,63,1,0,69,34,1,8.517929
75,0,0,0,113,1,0,59,29,1,7.987935
75,0,1,0,98,0,1,69,34,1,8.932925
75,0,2,0,61,1,0,67,33,1,8.46293
75,0,0,0,108,1,0,68,34,1,8.687929
75,0,1,0,76,1,0,67,33,1,9.410921
75,0,0,0,86,1,0,65,32,1,8.530931
75,0,0,0,142,1,0,65,32,1,9.67092
75,0,0,0,110,1,0,63,31,1,8.497927
75,0,0,0,147,1,0,74,37,1,8.985928
75,0,0,0,120,1,0,71,35,1,8.23393
75,0,0,0,90,1,0,67,33,1,8.611928
75,0,0,0,77,1,0,69,34,1,8.962923
75,0,0,0,128,1,0,67,33,1,9.211922
75,0,0,0,94,1,0,69,34,1,8.760924
75,0,0,0,152,1,0,63,31,1,8.043932
75,0,0,0,138,1,0,59,29,1,9.324917
75,0,0,0,74,0,1,73,36,1,8.977927
75,0,0,0,131,1,0,65,32,1,8.262931
75,0,0,0,112,1,0,63,31,1,8.629927
75,0,0,0,108,1,0,73,36,1,9.51592
75,0,0,0,136,1,0,67,33,1,8.217932
75,0,0,0,82,1,0,69,34,1,8.648927
75,0,0,0,138,1,0,71,35,1,9.112922
75,0,0,0,123,1,0,68,34,1,8.54493
75,0,4,0,102,1,0,71,35,1,9.677923
75,0,0,0,87,1,0,69,34,1,8.681935
75,0,0,0,157,1,0,73,36,1,8.792932
75,0,0,0,122,1,0,64,32,1,8.845929
75,0,0,0,155,1,0,59,29,1,8.360941
75,0,0,0,140,1,0,67,33,1,8.293936
