NumberOfPlayers,DeadAgentVoted,DeadAgentAttacked,TeammateAttacked,IncorrectAction,WerewolfWins,VillagerWins,TotalTurns,TotalDays,TotalGames,GameTimeSeconds
35,0,0,0,29,1,0,25,12,1,1.187974
35,0,0,0,24,1,0,27,13,1,1.064985
35,0,0,0,21,1,0,30,15,1,1.459977
35,0,0,0,13,1,0,29,14,1,1.334963
35,0,0,0,18,1,0,25,12,1,1.38197
35,0,0,0,9,1,0,29,14,1,1.36097
35,0,0,0,24,1,0,27,13,1,1.343964
35,0,0,0,14,1,0,33,16,1,1.476971
35,0,0,0,26,1,0,29,14,1,1.450969
35,0,0,0,16,1,0,27,13,1,1.48497
35,0,2,0,17,1,0,31,15,1,1.471939
35,0,0,0,14,1,0,25,12,1,1.374972
35,0,0,0,12,1,0,27,13,1,1.409979
35,0,0,0,33,1,0,31,15,1,1.540968
35,0,0,0,15,1,0,31,15,1,1.478966
35,0,0,0,32,1,0,27,13,1,1.474965
35,0,0,0,15,1,0,33,16,1,1.625966
35,0,0,0,22,1,0,30,15,1,1.629526
35,0,0,0,15,1,0,31,15,1,1.454967
35,0,0,0,22,1,0,29,14,1,1.662962
35,0,1,0,13,1,0,33,16,1,1.488964
35,0,0,0,19,1,0,29,14,1,1.486963
35,0,3,0,16,1,0,29,14,1,1.671964
35,0,0,0,5,1,0,25,12,1,1.333975
35,0,0,0,17,1,0,29,14,1,1.46196
35,0,0,0,26,1,0,31,15,1,1.595964
35,0,0,0,13,1,0,29,14,1,1.572959
35,0,1,0,15,1,0,29,14,1,1.573967
35,0,0,0,24,1,0,25,12,1,1.585966
35,0,0,0,14,1,0,27,13,1,1.515967
35,0,0,0,24,1,0,25,12,1,1.496966
35,0,0,0,14,1,0,31,15,1,1.500957
35,0,0,0,28,1,0,27,13,1,1.401971
35,0,0,0,12,1,0,31,15,1,1.491975
35,0,0,0,12,1,0,25,12,1,1.371968
35,0,0,0,27,1,0,31,15,1,1.650965
35,0,0,0,14,1,0,25,12,1,1.424967
35,0,0,0,9,1,0,27,13,1,1.415968
35,0,2,0,20,1,0,29,14,1,1.39497
35,0,0,0,15,1,0,29,14,1,1.468972
35,0,0,0,14,1,0,25,12,1,1.350969
35,0,1,0,19,0,1,25,12,1,1.389972
35,0,0,0,25,1,0,27,13,1,1.36597
35,0,0,0,9,0,1,27,13,1,1.356971
35,0,0,0,27,1,0,27,13,1,1.476976
35,0,0,0,28,1,0,27,13,1,1.385969
35,0,0,0,32,1,0,33,16,1,1.50097
35,0,0,0,18,1,0,25,12,1,1.359975
35,0,1,0,13,1,0,29,14,1,1.83896
35,0,0,0,16,0,1,33,16,1,1.669962
35,0,0,0,20,1,0,29,14,1,1.459968
35,0,0,0,22,1,0,31,15,1,1.553966
35,0,0,0,15,1,0,29,14,1,1.521966
35,0,0,0,24,1,0,27,13,1,1.387974
35,0,0,0,13,1,0,27,13,1,1.525968
35,0,0,0,14,1,0,31,15,1,1.58396
35,0,0,0,22,1,0,28,14,1,1.549966
35,0,0,0,23,1,0,31,15,1,1.596964
35,0,0,0,17,1,0,27,13,1,1.40997
35,0,1,0,12,1,0,29,14,1,1.37097
35,0,0,0,28,1,0,29,14,1,1.603966
35,0,0,0,21,1,0,27,13,1,1.653961
35,0,0,0,33,1,0,33,16,1,1.632969
35,0,0,0,9,1,0,25,12,1,1.485969
35,0,0,0,21,1,0,29,14,1,1.522965
35,0,0,0,9,1,0,33,16,1,1.551967
35,0,0,0,13,1,0,31,15,1,1.585965
35,0,0,0,19,1,0,33,16,1,1.624963
35,0,0,0,20,1,0,29,14,1,1.472967
35,0,0,0,12,1,0,27,13,1,1.507966
35,0,0,0,17,1,0,27,13,1,1.745963
35,0,1,0,13,0,1,31,15,1,1.665484
35,0,0,0,18,1,0,27,13,1,1.617965
35,0,0,0,23,1,0,27,13,1,1.553965
35,0,0,0,12,1,0,31,15,1,1.357966
35,0,1,0,12,1,0,27,13,1,1.38097
35,0,0,0,9,1,0,25,12,1,1.300972
35,0,0,0,29,1,0,27,13,1,1.45397
35,0,0,0,31,1,0,25,12,1,1.552962
35,0,0,0,21,1,0,29,14,1,1.493965
35,0,0,0,26,1,0,25,12,1,1.371974
35,0,0,0,29,1,0,29,14,1,1.491968
35,0,0,0,10,1,0,25,12,1,1.37497
35,0,0,0,15,1,0,25,12,1,1.603966
35,0,0,0,5,1,0,33,16,1,1.758964
35,0,0,0,11,1,0,25,12,1,1.376966
35,0,0,0,13,1,0,29,14,1,1.491759
35,0,0,0,19,0,1,33,16,1,1.521978
35,0,1,0,11,1,0,27,13,1,1.416969
35,0,0,0,22,1,0,31,15,1,1.441971
35,0,0,0,20,1,0,27,13,1,1.526968
35,0,0,0,9,1,0,29,14,1,1.603551
35,0,0,0,20,1,0,29,14,1,1.647963
35,0,0,0,21,1,0,29,14,1,1.408963
35,0,0,0,26,1,0,27,13,1,1.457968
35,0,0,0,23,1,0,27,13,1,1.543961
35,0,0,0,22,0,1,31,15,1,1.593486
35,0,1,0,13,1,0,31,15,1,1.550969
35,0,0,0,18,1,0,27,13,1,1.474499
35,0,0,0,21,1,0,27,13,1,1.611494
35,0,0,0,24,1,0,27,13,1,1.55197
35,0,0,0,4,1,0,25,12,1,1.373974
35,0,0,0,26,1,0,27,13,1,1.539976
35,0,0,0,17,1,0,25,12,1,1.469976
35,0,0,0,21,1,0,32,16,1,1.579969
35,0,1,0,15,1,0,31,15,1,1.632969
35,0,0,0,32,1,0,33,16,1,1.639082
35,0,0,0,27,1,0,30,15,1,1.786678
35,0,0,0,31,1,0,31,15,1,1.667538
35,0,0,0,11,1,0,34,17,1,1.696012
35,0,0,0,3,1,0,27,13,1,1.515969
35,0,1,0,14,1,0,33,16,1,1.645971
35,0,0,0,28,1,0,27,13,1,1.559972
35,0,0,0,25,1,0,32,16,1,1.602968
35,0,0,0,11,1,0,29,14,1,1.396973
35,0,0,0,19,1,0,27,13,1,1.421975
35,0,0,0,14,1,0,29,14,1,1.422978
35,0,0,0,23,1,0,34,17,1,1.477971
35,0,0,0,13,1,0,27,13,1,1.39097
35,0,0,0,16,1,0,27,13,1,1.388992
35,0,0,0,19,1,0,25,12,1,1.222977
35,0,2,0,28,1,0,31,15,1,1.250983
35,0,0,0,30,1,0,28,14,1,1.505969
35,0,0,0,18,1,0,25,12,1,1.335963
35,0,0,0,8,1,0,31,15,1,1.411973
35,0,0,0,15,1,0,25,12,1,1.330972
35,0,0,0,23,1,0,33,16,1,1.413975
35,0,0,0,15,1,0,29,14,1,1.420978
35,0,1,0,13,1,0,31,15,1,1.54597
35,0,0,0,30,1,0,31,15,1,1.606969
35,0,0,0,14,1,0,27,13,1,1.536965
35,0,0,0,5,1,0,29,14,1,1.505969
35,0,0,0,28,1,0,33,16,1,1.837962
35,0,0,0,18,1,0,27,13,1,1.87996
35,0,0,0,10,1,0,31,15,1,1.522972
35,0,0,0,15,1,0,29,14,1,1.415974
35,0,0,0,14,1,0,27,13,1,1.490978
35,0,0,0,11,1,0,29,14,1,1.495964
35,0,0,0,13,0,1,29,14,1,1.451495
35,0,0,0,17,1,0,33,16,1,1.512971
35,0,0,0,14,1,0,29,14,1,1.399973
35,0,0,0,16,1,0,27,13,1,1.320972
35,0,0,0,12,1,0,25,12,1,1.37997
35,0,0,0,5,1,0,29,14,1,1.360975
35,0,0,0,26,1,0,29,14,1,1.359978
35,0,0,0,15,1,0,27,13,1,1.500975
35,0,0,0,24,1,0,27,13,1,1.59497
35,0,0,0,18,1,0,31,15,1,1.496493
35,0,1,0,11,1,0,25,12,1,1.57297
35,0,0,0,28,1,0,31,15,1,1.878964
35,0,0,0,13,1,0,27,13,1,1.610964
35,0,0,0,26,1,0,27,13,1,1.60697
35,0,0,0,23,1,0,29,14,1,1.675972
35,0,0,0,27,1,0,29,14,1,1.626969
35,0,0,0,17,1,0,25,12,1,1.38097
35,0,0,0,12,1,0,27,13,1,1.484964
35,0,1,0,10,1,0,27,13,1,1.359977
35,0,0,0,12,1,0,27,13,1,1.423975
35,0,0,0,15,1,0,33,16,1,1.470968
35,0,0,0,7,1,0,26,13,1,1.406975
35,0,0,0,13,1,0,31,15,1,1.507976
35,0,1,0,9,1,0,30,15,1,1.66397
35,0,0,0,15,1,0,32,16,1,1.698969
35,0,0,0,22,1,0,31,15,1,1.618491
35,0,0,0,28,1,0,25,12,1,1.497973
35,0,0,0,23,1,0,25,12,1,1.512974
35,0,0,0,12,1,0,25,12,1,1.398975
35,0,0,0,21,1,0,25,12,1,1.568979
35,0,0,0,23,1,0,27,13,1,1.672986
35,0,0,0,5,1,0,33,16,1,1.821963
35,0,0,0,18,1,0,27,13,1,1.580968
35,0,0,0,7,1,0,25,12,1,1.312976
35,0,1,0,21,0,1,31,15,1,1.416976
35,0,0,0,15,1,0,30,15,1,1.622969
35,0,0,0,29,0,1,33,16,1,1.680485
35,0,0,0,28,1,0,31,15,1,1.583969
35,0,0,0,24,1,0,28,14,1,1.585971
35,0,1,0,16,1,0,31,15,1,1.58797
35,0,0,0,12,1,0,33,16,1,1.576021
35,0,0,0,8,1,0,32,16,1,1.358974
35,0,0,0,28,1,0,27,13,1,1.212988
35,0,0,0,13,1,0,29,14,1,1.45597
35,0,0,0,13,1,0,29,14,1,1.426972
35,0,0,0,12,1,0,28,14,1,1.450972
35,0,1,0,20,1,0,32,16,1,1.70997
35,0,0,0,26,0,1,29,14,1,1.640969
35,0,0,0,21,1,0,29,14,1,1.604969
35,0,0,0,6,1,0,25,12,1,1.41997
35,0,0,0,33,0,1,33,16,1,1.208966
35,0,0,0,15,1,0,27,13,1,1.141976
35,0,0,0,26,0,1,33,16,1,1.358972
35,0,0,0,24,1,0,31,15,1,1.427973
35,0,0,0,18,1,0,28,14,1,1.441973
35,0,1,0,19,0,1,31,15,1,1.936169
35,0,0,0,19,1,0,25,12,1,1.632967
35,0,0,0,31,1,0,27,13,1,1.509971
35,0,0,0,22,1,0,29,14,1,1.440917
35,0,1,0,13,1,0,31,15,1,1.438495
35,0,1,0,22,1,0,27,13,1,1.451976
35,0,0,0,14,1,0,31,15,1,1.739965
35,0,0,0,23,1,0,30,15,1,1.812961
35,0,0,0,17,1,0,31,15,1,1.727964
35,0,0,0,13,1,0,33,16,1,1.727992
35,0,0,0,23,1,0,33,16,1,1.520972
35,0,0,0,25,1,0,29,14,1,1.380972
35,0,3,0,27,1,0,33,16,1,1.522977
35,0,0,0,20,1,0,31,15,1,1.43597
35,0,0,0,14,1,0,31,15,1,1.433969
35,0,0,0,36,1,0,33,16,1,1.72702
35,0,0,0,16,1,0,25,12,1,1.479971
35,0,0,0,19,1,0,25,12,1,1.528973
35,0,0,0,34,1,0,28,14,1,1.733966
35,0,0,0,15,1,0,27,13,1,1.442966
35,0,0,0,12,0,1,29,14,1,1.529973
35,0,1,0,35,1,0,33,16,1,1.580975
35,0,0,0,28,1,0,27,13,1,1.612966
35,0,0,0,24,1,0,26,13,1,1.642973
35,0,0,0,14,1,0,25,12,1,1.592496
35,0,0,0,9,1,0,27,13,1,1.457987
35,0,0,0,9,1,0,26,13,1,1.605977
35,0,0,0,11,1,0,33,16,1,1.715969
35,0,0,0,24,1,0,32,16,1,1.622555
35,0,0,0,14,0,1,31,15,1,1.692019
35,0,0,0,10,1,0,25,12,1,1.656965
35,0,0,0,26,1,0,29,14,1,1.70197
35,0,0,0,9,1,0,30,15,1,1.826964
35,0,0,0,19,1,0,29,14,1,1.747088
35,0,0,0,19,1,0,27,13,1,1.642048
35,0,0,0,15,1,0,29,14,1,1.565971
35,0,0,0,6,1,0,27,13,1,1.425974
35,0,0,0,19,1,0,30,15,1,1.551971
35,0,0,0,32,1,0,27,13,1,1.638968
35,0,0,0,23,1,0,27,13,1,1.51297
35,0,1,0,10,1,0,29,14,1,1.519973
35,0,0,0,23,1,0,27,13,1,1.592971
35,0,0,0,16,1,0,25,12,1,1.509497
35,0,1,0,27,1,0,29,14,1,1.459976
35,0,1,0,22,1,0,27,13,1,1.45597
35,0,0,0,4,1,0,27,13,1,1.436963
35,0,0,0,8,1,0,27,13,1,1.570968
35,0,0,0,23,1,0,31,15,1,1.737969
35,0,0,0,39,1,0,31,15,1,1.628968
35,0,0,0,5,1,0,27,13,1,1.54001
35,0,2,0,14,1,0,25,12,1,1.530969
